osmid,x,y,demand,start,end,service_dura,company
57650629,-0.1866124,51.4913336,1,0,24,0.16666666666666666,DHL
452168088,-0.1607348,51.5158973,1,0,24,0.16666666666666666,Royal Mail
109675,-0.1644858,51.4991778,1,0,24,0.16666666666666666,Royal Mail
810729427,-0.1662272,51.5287429,1,0,24,0.16666666666666666,DPD
33202848,-0.2029433,51.4891869,1,0,24,0.16666666666666666,Amazon
108339800,-0.2007167,51.5041623,1,0,24,0.16666666666666666,Royal Mail
941091203,-0.1970603,51.5028766,1,0,24,0.16666666666666666,Amazon
26787848,-0.1820083,51.4833427,1,0,24,0.16666666666666666,DHL
293731949,-0.1661572,51.5327973,1,0,24,0.16666666666666666,DPD
362229866,-0.1499769,51.5000078,1,0,24,0.16666666666666666,Amazon
13794522,-0.1878515,51.4699184,1,0,24,0.16666666666666666,DPD
21672631,-0.2333349,51.4991985,1,0,24,0.16666666666666666,DPD
375909591,-0.2308503,51.51651,1,0,24,0.16666666666666666,DHL
34578701,-0.1593176,51.5363185,1,0,24,0.16666666666666666,DHL
25318140,-0.1991028,51.4755627,1,0,24,0.16666666666666666,DPD
107763,-0.1266957,51.5056259,1,0,24,0.16666666666666666,DPD
25321896,-0.1974535,51.4840176,1,0,24,0.16666666666666666,Royal Mail
719014853,-0.1894661,51.4667018,1,0,24,0.16666666666666666,DPD
26607514,-0.1485568,51.4927202,1,0,24,0.16666666666666666,Amazon
33043139,-0.2067381,51.5068513,1,0,24,0.16666666666666666,DPD
1141822830,-0.169845,51.4870475,1,0,24,0.16666666666666666,Royal Mail
941156741,-0.1891537,51.5000051,1,0,24,0.16666666666666666,Amazon
271924,-0.1787951,51.5334225,1,0,24,0.16666666666666666,Amazon
5898890862,-0.1904513,51.4947607,1,0,24,0.16666666666666666,Amazon
276492173,-0.2271825,51.503992,1,0,24,0.16666666666666666,Amazon
306472006,-0.1639389,51.4982297,1,0,24,0.16666666666666666,DHL
20960768,-0.2191355,51.4733195,1,0,24,0.16666666666666666,Royal Mail
926451514,-0.1362489,51.4948102,1,0,24,0.16666666666666666,Royal Mail
941090798,-0.2114493,51.5064677,1,0,24,0.16666666666666666,DPD
26819376,-0.1912319,51.5154573,1,0,24,0.16666666666666666,DPD
70965642,-0.214963,51.5003122,1,0,24,0.16666666666666666,DPD
27091628,-0.1870476,51.4784368,1,0,24,0.16666666666666666,Royal Mail
8449092332,-0.237271,51.5317681,1,0,24,0.16666666666666666,DPD
88758957,-0.1713204,51.483087,1,0,24,0.16666666666666666,DHL
20961135,-0.2081652,51.4869407,1,0,24,0.16666666666666666,Royal Mail
256416759,-0.2286965,51.4898549,1,0,24,0.16666666666666666,DHL
