osmid,x,y,demand,start,end,service_dura,company
1936889204,-0.1677294,51.5179479,1,17,18,0.08333333333333333,Amazon
443009,-0.1673688,51.5308278,1,9,10,0.08333333333333333,Amazon
15262023,-0.1728956,51.517093,1,13,14,0.08333333333333333,DHL
56472509,-0.154627,51.5373297,1,9,10,0.08333333333333333,DPD
25378052,-0.1265751,51.4975594,1,13,14,0.08333333333333333,DPD
8684194411,-0.1946569,51.4839304,1,10,11,0.08333333333333333,DHL
20821126,-0.176677,51.5011122,1,12,13,0.08333333333333333,DHL
1702430076,-0.2448295,51.4985141,1,14,15,0.08333333333333333,DHL
8828901290,-0.2512021,51.5036613,1,15,16,0.08333333333333333,Royal Mail
299492,-0.2221222,51.4915436,1,15,16,0.08333333333333333,DPD
4210749313,-0.1924943,51.4753613,1,13,14,0.08333333333333333,DPD
224673,-0.2345561,51.5064851,1,17,18,0.08333333333333333,DPD
1115760652,-0.1724319,51.4925098,1,14,15,0.08333333333333333,DPD
719014927,-0.1851634,51.4702337,1,15,16,0.08333333333333333,Amazon
1019327428,-0.2136749,51.5090376,1,13,14,0.08333333333333333,DHL
666071116,-0.2063719,51.5006786,1,10,11,0.08333333333333333,Amazon
8401798707,-0.1658895,51.4849151,1,11,12,0.08333333333333333,DHL
1666324167,-0.1540815,51.5164872,1,9,10,0.08333333333333333,Royal Mail
300425790,-0.1780933,51.4943782,1,17,18,0.08333333333333333,DPD
24827071,-0.1389649,51.4898899,1,13,14,0.08333333333333333,DPD
2047806084,-0.1406613,51.5154124,1,15,16,0.08333333333333333,Amazon
728237738,-0.1986415,51.5252334,1,10,11,0.08333333333333333,Amazon
27510888,-0.1716268,51.4902772,1,11,12,0.08333333333333333,DPD
930613795,-0.1922592,51.5164454,1,17,18,0.08333333333333333,DHL
296007209,-0.1657656,51.5266854,1,9,10,0.08333333333333333,DPD
25257765,-0.1434986,51.5064325,1,12,13,0.08333333333333333,Amazon
26389043,-0.1847841,51.4919348,1,16,17,0.08333333333333333,Amazon
37884360,-0.1646485,51.4874622,1,14,15,0.08333333333333333,DHL
26389662,-0.198019,51.4980418,1,13,14,0.08333333333333333,Amazon
1027282314,-0.2404947,51.5010352,1,17,18,0.08333333333333333,DHL
96071468,-0.1569746,51.4846513,1,16,17,0.08333333333333333,DPD
677555592,-0.1308817,51.4882559,1,9,10,0.08333333333333333,Royal Mail
726067522,-0.1834089,51.5311335,1,11,12,0.08333333333333333,DHL
21533911,-0.1420709,51.5202209,1,17,18,0.08333333333333333,DPD
33208349,-0.2166621,51.4914536,1,14,15,0.08333333333333333,DHL
25305517,-0.1335626,51.4921863,1,12,13,0.08333333333333333,DHL
26373364,-0.188236,51.5154098,1,16,17,0.08333333333333333,Royal Mail
1687079215,-0.1918036,51.5282927,1,12,13,0.08333333333333333,Royal Mail
298174342,-0.1643435,51.5165745,1,17,18,0.08333333333333333,Amazon
764897968,-0.2472367,51.500831,1,15,16,0.08333333333333333,Amazon
20960850,-0.223339,51.4798122,1,9,10,0.08333333333333333,DHL
33203752,-0.2036024,51.4903924,1,11,12,0.08333333333333333,DPD
25257799,-0.1489558,51.5055551,1,9,10,0.08333333333333333,DPD
21662659,-0.2217146,51.4946915,1,9,10,0.08333333333333333,DHL
7994935799,-0.2067832,51.4950955,1,12,13,0.08333333333333333,Amazon
20960773,-0.2202956,51.4746465,1,14,15,0.08333333333333333,DPD
1684410036,-0.1482072,51.5148307,1,17,18,0.08333333333333333,DPD
27091584,-0.1861791,51.4872347,1,13,14,0.08333333333333333,Royal Mail
25322889,-0.213187,51.4766731,1,13,14,0.08333333333333333,DHL
84826413,-0.1925776,51.4994307,1,11,12,0.08333333333333333,Royal Mail
764897973,-0.2485306,51.4996725,1,14,15,0.08333333333333333,DPD
13565567,-0.1956753,51.471638,1,9,10,0.08333333333333333,DHL
185752470,-0.2336159,51.5124267,1,15,16,0.08333333333333333,DHL
941091216,-0.1991665,51.5044,1,13,14,0.08333333333333333,Royal Mail
521681684,-0.1861402,51.5182012,1,10,11,0.08333333333333333,Royal Mail
20821089,-0.1840588,51.5017381,1,10,11,0.08333333333333333,Royal Mail
371156762,-0.1987098,51.5027095,1,9,10,0.08333333333333333,Amazon
3380603500,-0.1642769,51.5272847,1,13,14,0.08333333333333333,DPD
1436332292,-0.2015529,51.5118426,1,11,12,0.08333333333333333,DPD
20973263,-0.2102762,51.4683451,1,14,15,0.08333333333333333,DHL
699713328,-0.2235622,51.4908666,1,12,13,0.08333333333333333,Amazon
109896,-0.2132408,51.490784,1,15,16,0.08333333333333333,Royal Mail
26787883,-0.1857059,51.4869258,1,14,15,0.08333333333333333,DHL
33043838,-0.2138741,51.5311764,1,13,14,0.08333333333333333,Amazon
1747582887,-0.2220843,51.5091143,1,13,14,0.08333333333333333,DHL
276545,-0.1893106,51.532723,1,10,11,0.08333333333333333,Amazon
2204803400,-0.1905113,51.4731927,1,15,16,0.08333333333333333,DPD
1690265343,-0.1987805,51.5222321,1,17,18,0.08333333333333333,Amazon
26389727,-0.1607328,51.4982605,1,15,16,0.08333333333333333,DPD
833404924,-0.2089208,51.4863134,1,13,14,0.08333333333333333,Amazon
854424096,-0.2176501,51.5206003,1,12,13,0.08333333333333333,Amazon
26373949,-0.2103119,51.5075056,1,9,10,0.08333333333333333,Royal Mail
21558064,-0.1437136,51.4929428,1,13,14,0.08333333333333333,Royal Mail
1767912361,-0.252054,51.5026766,1,15,16,0.08333333333333333,Royal Mail
