osmid,x,y,demand,start,end,service_dura,company
185752095,-0.2348023,51.5109205,1,15,16,0.083333333,Amazon
108216,-0.155213,51.5196278,1,10,11,0.083333333,Amazon
8044496915,-0.1393965,51.5046304,1,16,17,0.083333333,DHL
33140758,-0.1973695,51.4854693,1,14,15,0.083333333,Royal Mail
37898619,-0.1683219,51.4861309,1,16,17,0.083333333,DPD
777192894,-0.1781021,51.481926,1,10,11,0.083333333,Amazon
25476040,-0.1225162,51.5084783,1,16,17,0.083333333,Royal Mail
33203810,-0.2050177,51.4904708,1,14,15,0.083333333,Amazon
185738847,-0.2368145,51.5080661,1,16,17,0.083333333,DHL
27090010,-0.1807602,51.4872486,1,12,13,0.083333333,DPD
1767962911,-0.2464471,51.5020399,1,13,14,0.083333333,DHL
12198505,-0.1338377,51.499721,1,10,11,0.083333333,Royal Mail
295480056,-0.1668909,51.5261275,1,12,13,0.083333333,DHL
1920773076,-0.2100321,51.5033307,1,16,17,0.083333333,DHL
301479891,-0.1784988,51.5312894,1,10,11,0.083333333,DHL
7342416727,-0.2043524,51.5096287,1,14,15,0.083333333,DPD
26787824,-0.1791,51.4830655,1,11,12,0.083333333,Royal Mail
33141181,-0.2013077,51.4838337,1,16,17,0.083333333,DPD
24500311,-0.1469154,51.4910941,1,15,16,0.083333333,DHL
3328923842,-0.1675267,51.4837941,1,11,12,0.083333333,Royal Mail
