osmid,x,y,demand,start,end,service_dura,company
1664711671,-0.1864547,51.5302653,1,0,24,0.16666666666666666,DPD
104414,-0.1616433,51.5258922,1,0,24,0.16666666666666666,DHL
3181699005,-0.2227815,51.5217048,1,0,24,0.16666666666666666,DHL
275420,-0.1755401,51.5132092,1,0,24,0.16666666666666666,DHL
20961101,-0.2148854,51.4865391,1,0,24,0.16666666666666666,DHL
1767912414,-0.2433903,51.5034313,1,0,24,0.16666666666666666,DHL
18129884,-0.1485459,51.4947842,1,0,24,0.16666666666666666,DPD
38901513,-0.2022854,51.520468,1,0,24,0.16666666666666666,Royal Mail
8180462540,-0.1894009,51.485197,1,0,24,0.16666666666666666,Amazon
25377989,-0.1316603,51.5007472,1,0,24,0.16666666666666666,Amazon
266821727,-0.2047798,51.482635,1,0,24,0.16666666666666666,DHL
7746604923,-0.1961664,51.4857515,1,0,24,0.16666666666666666,DHL
1692927573,-0.2130142,51.5308304,1,0,24,0.16666666666666666,Royal Mail
1906612406,-0.1361559,51.5150882,1,0,24,0.16666666666666666,Amazon
773538560,-0.2363098,51.5320139,1,0,24,0.16666666666666666,DPD
699713328,-0.2235622,51.4908666,1,0,24,0.16666666666666666,Amazon
27122856,-0.1908896,51.4800536,1,0,24,0.16666666666666666,Amazon
13566037,-0.1822328,51.4779872,1,0,24,0.16666666666666666,DPD
298919886,-0.1676296,51.5214529,1,0,24,0.16666666666666666,Royal Mail
37896747,-0.1653187,51.4838866,1,0,24,0.16666666666666666,DHL
26787825,-0.1783421,51.4833776,1,0,24,0.16666666666666666,Royal Mail
395015550,-0.2128108,51.5121531,1,0,24,0.16666666666666666,Amazon
266821720,-0.2072366,51.4839762,1,0,24,0.16666666666666666,Amazon
27091780,-0.1877161,51.4824164,1,0,24,0.16666666666666666,Amazon
70967955,-0.2124556,51.498084,1,0,24,0.16666666666666666,Royal Mail
27481202,-0.1859596,51.4985635,1,0,24,0.16666666666666666,DPD
806393201,-0.1332409,51.4887152,1,0,24,0.16666666666666666,DPD
26787685,-0.1733774,51.4862985,1,0,24,0.16666666666666666,Royal Mail
26389698,-0.1661316,51.5004629,1,0,24,0.16666666666666666,DPD
25317958,-0.1986273,51.4751547,1,0,24,0.16666666666666666,DHL
3195844966,-0.2247585,51.5049788,1,0,24,0.16666666666666666,DPD
4333956699,-0.2099618,51.532273,1,0,24,0.16666666666666666,Royal Mail
25532840,-0.1518882,51.515206,1,0,24,0.16666666666666666,Royal Mail
275453,-0.1883626,51.515811,1,0,24,0.16666666666666666,Amazon
12198505,-0.1338377,51.499721,1,0,24,0.16666666666666666,DPD
26788882,-0.1965008,51.4906422,1,0,24,0.16666666666666666,DPD
25507068,-0.1391254,51.5003661,1,0,24,0.16666666666666666,Amazon
1607421000,-0.1489109,51.5024631,1,0,24,0.16666666666666666,DPD
26373368,-0.1828459,51.5156911,1,0,24,0.16666666666666666,DPD
881874835,-0.1439943,51.4863596,1,0,24,0.16666666666666666,DPD
27510982,-0.1659055,51.4906174,1,0,24,0.16666666666666666,Royal Mail
276492100,-0.2246351,51.5006473,1,0,24,0.16666666666666666,Royal Mail
29901666,-0.1655932,51.5168719,1,0,24,0.16666666666666666,Royal Mail
1414732306,-0.2077529,51.4996453,1,0,24,0.16666666666666666,Amazon
275518,-0.2271815,51.4972451,1,0,24,0.16666666666666666,Royal Mail
185712417,-0.2321408,51.5063377,1,0,24,0.16666666666666666,DHL
254760258,-0.2189914,51.5218861,1,0,24,0.16666666666666666,DHL
