osmid,x,y,demand,start,end,service_dura,company
1687079512,-0.1941259,51.5286442,1,13,14,0.08333333333333333,Amazon
392374059,-0.2271977,51.51105,1,10,11,0.08333333333333333,Amazon
3946630292,-0.1703654,51.4844797,1,16,17,0.08333333333333333,Royal Mail
30585300,-0.185169,51.5143883,1,11,12,0.08333333333333333,DPD
20960778,-0.2188103,51.476271,1,10,11,0.08333333333333333,DPD
26596761,-0.2252367,51.5129126,1,17,18,0.08333333333333333,Amazon
27510556,-0.1833677,51.4793912,1,13,14,0.08333333333333333,Amazon
27091578,-0.1882924,51.4787934,1,16,17,0.08333333333333333,DPD
6312027217,-0.1554483,51.5225421,1,13,14,0.08333333333333333,DPD
33207200,-0.2088843,51.4959127,1,16,17,0.08333333333333333,Royal Mail
25421020,-0.19962,51.5159711,1,15,16,0.08333333333333333,DPD
185741438,-0.2328206,51.5064078,1,16,17,0.08333333333333333,DHL
8921528501,-0.2407299,51.4949532,1,10,11,0.08333333333333333,DPD
109708,-0.1540458,51.498417,1,16,17,0.08333333333333333,DHL
185719303,-0.2379475,51.5017231,1,15,16,0.08333333333333333,DHL
84836154,-0.1989831,51.4965363,1,10,11,0.08333333333333333,Amazon
1620664225,-0.1796006,51.532037,1,16,17,0.08333333333333333,Amazon
2419800718,-0.1513703,51.5231698,1,15,16,0.08333333333333333,DHL
1619527499,-0.1515661,51.5183811,1,10,11,0.08333333333333333,Royal Mail
2725915891,-0.123311,51.506723,1,14,15,0.08333333333333333,DHL
109619,-0.1426346,51.5076408,1,14,15,0.08333333333333333,DPD
70961411,-0.2200667,51.4972055,1,12,13,0.08333333333333333,DHL
91807047,-0.1912136,51.5018922,1,11,12,0.08333333333333333,Amazon
30591880,-0.1900796,51.5135069,1,12,13,0.08333333333333333,DPD
243464256,-0.2419801,51.4935386,1,13,14,0.08333333333333333,Amazon
1621375320,-0.1822237,51.5349502,1,15,16,0.08333333333333333,DHL
185727186,-0.2446842,51.4954219,1,16,17,0.08333333333333333,DPD
33043269,-0.1974571,51.5171949,1,9,10,0.08333333333333333,Amazon
29931959,-0.1689145,51.5160048,1,12,13,0.08333333333333333,DPD
24826872,-0.1424681,51.4876151,1,9,10,0.08333333333333333,Amazon
6441018721,-0.224553,51.5093308,1,13,14,0.08333333333333333,DPD
34578701,-0.1593176,51.5363185,1,13,14,0.08333333333333333,DPD
3006494426,-0.1740874,51.5153778,1,10,11,0.08333333333333333,Amazon
37882677,-0.1645815,51.4880291,1,12,13,0.08333333333333333,Royal Mail
1688516921,-0.1882749,51.5288183,1,10,11,0.08333333333333333,DPD
3625978672,-0.2045346,51.5150655,1,17,18,0.08333333333333333,DPD
5165715457,-0.1838858,51.4713071,1,10,11,0.08333333333333333,Royal Mail
21496938,-0.2262651,51.4945607,1,11,12,0.08333333333333333,Royal Mail
14454844,-0.215129,51.4938736,1,17,18,0.08333333333333333,Royal Mail
25502535,-0.1960365,51.5009355,1,9,10,0.08333333333333333,DPD
25322665,-0.2159329,51.4815905,1,11,12,0.08333333333333333,DHL
33043347,-0.1949629,51.519194,1,16,17,0.08333333333333333,DHL
21662039,-0.2245834,51.5080359,1,15,16,0.08333333333333333,DPD
276492089,-0.2251318,51.5000152,1,9,10,0.08333333333333333,Royal Mail
25321975,-0.2029792,51.4805898,1,17,18,0.08333333333333333,DPD
5659521213,-0.2126602,51.5049964,1,17,18,0.08333333333333333,Royal Mail
823497165,-0.1967156,51.4770418,1,12,13,0.08333333333333333,Royal Mail
1667203511,-0.1475142,51.5165841,1,14,15,0.08333333333333333,Amazon
2378882,-0.2079595,51.5265266,1,13,14,0.08333333333333333,DPD
21651506,-0.1622801,51.5253396,1,10,11,0.08333333333333333,DHL
677445939,-0.13833,51.5055322,1,12,13,0.08333333333333333,DHL
